team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
FC Lugano,Lugano,2024/2025,Switzerland,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,54,54,75,4,6,-2,10,7,3,3,1,4,2,-1,-1,45,30,90,30,23,45,0,0,0,2,1,1,0,0,0,2,1,1,5,2,3,9,5,4,55,55,54,19,10,9,10,5,5,9,5,4,32,12,20,2,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,2,1,3,5,7,3,2,3,1,3,4,2,1.5,2,1,1,1,1,0.5,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,50,50,50,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,50,50,50,0,0,0,0,0,0,0,0,0,100,100,100,2,1,0,1,1,0,1,0,0,100,50,0,100,100,0,100,0,0,0,0,0,9,0,0,0,100,100,100,0,0,0,100,100,100,1,0,1,50,0,100,0,0,0,0,0,0,1,1,0,50,100,0,50,0,100,50,100,0,0,0,0,2.50,2.00,3.00,4.5,5,4.00,50,0,0,0,0,0,0,0,1.29,1.34,1.23,1.53,1.57,1.49,50,2,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,1,1,0,0,0,100,100,100,0
FK Partizan Beograd,Partizan,2024/2025,Serbia,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,57,57,80,2,9,-7,11,3,8,0,2,3,6,-3,-4,90,0,45,20,30,15,0,0,0,1,0,1,1,1,0,1,0,1,5,5,0,5,2,3,38,11,65,11,7,4,6,2,4,5,5,0,26,11,15,1,0,1,4,1,3,-3,-1,-2,0,0,0,0,0,0,2,1,1,0,0,0,5.5,3,8,1,0,2,4.5,3,6,2.5,1,4,0.5,0,1,2,1,3,2,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,100,100,100,50,50,50,100,100,100,0,0,0,100,100,100,100,100,100,0,0,0,50,50,50,0,0,0,100,100,100,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,100,50,50,100,0,0,100,100,100,0,0,0,-34,0,0,0,50,0,100,50,100,0,50,0,100,0,0,0,0,0,0,1,1,0,50,100,0,1,0,1,50,0,100,0,0,0,0,0,0,100,100,100,2.50,5.00,0.00,2.5,2,3.00,50,50,0,0,0,0,0,0,0.86,0.93,0.79,2.26,1.63,2.88,150,0,0,1,0,0,0,1,0,0,0,1,0,1,2,1,1,0,3,0,0,0,100,100,100,0
ŠK Slovan Bratislava,Slovan Bratislava,2024/2025,Slovakia,16,8,8,0,5,4,1,3,0,3,8,4,4,1.13,1.5,0.75,35,58,58,14,25,34,-9,59,36,23,18,7,18,16,0,-9,58,40,102,42,40,45,3,2,1,11,5,6,3,1,2,7,5,2,62,40,22,39,16,23,42,46,38,146,85,61,75,46,29,71,39,32,154,69,85,10,7,3,14,8,6,-4,-1,-3,3,2,1,6,3,3,7,3,4,0.94,1.13,0.75,3.69,4.5,2.88,1.56,2.25,0.88,2.13,2.25,2,1.5,1.88,1.13,0.63,0.88,0.38,0.88,1,0.75,15,15,11,10,6,2,8,8,7,7,5,1,7,7,4,3,1,1,1,1,5,6,10,14,0,0,1,1,3,7,1,1,4,5,7,7,94,94,69,63,38,13,100,100,88,88,63,13,88,88,50,38,13,13,6,6,31,37,62,87,0,0,12,12,37,87,12,12,50,62,87,87,13,10,1,7,7,1,6,3,0,81,63,6,88,88,13,75,38,0,31,50,13,19,19,25,13,69,63,75,19,13,25,44,63,25,6,3,3,38,38,38,9,3,6,56,38,75,4,3,1,25,38,13,19,25,13,38,38,38,44,38,50,3.88,5.00,2.75,2.44,2,2.88,88,88,75,69,63,50,44,31,1.19,1.39,1.00,2.09,1.79,2.39,106,2,3,2,3,0,4,0,3,8,4,4,2,1,5,5,3,6,4,19,0,38,50,50,50,25
FK Rīgas Futbola skola,Rīgas FS,2024/2025,Latvia,4,2,2,0,2,1,1,0,0,0,2,1,1,1.5,1.5,1.5,0,59,59,47,8,7,1,15,7,8,4,4,3,4,1,0,45,45,45,51,60,45,2,1,1,1,1,0,1,0,1,3,2,1,15,10,5,8,5,3,42,54,30,32,19,13,21,14,7,11,5,6,61,30,31,5,2,3,4,1,3,1,1,0,2,1,1,1,1,0,1,0,1,1.75,2,1.5,3.75,3.5,4,2,2,2,1.75,1.5,2,2.25,1.5,3,1.25,1,1.5,1,0.5,1.5,4,4,4,3,0,0,2,2,2,1,0,0,2,2,2,2,0,0,0,0,0,1,4,4,0,0,0,1,2,2,0,0,0,0,2,2,100,100,100,75,0,0,100,100,100,50,0,0,100,100,100,100,0,0,0,0,0,25,100,100,0,0,0,50,100,100,0,0,0,0,100,100,4,3,2,2,1,0,2,2,2,100,75,50,100,50,0,100,100,100,50,50,50,7,50,50,50,25,50,0,25,0,50,75,100,50,2,1,1,50,50,50,1,0,1,25,0,50,1,1,0,25,50,0,50,50,50,25,50,0,25,0,50,3.75,5.00,2.50,2,2.5,1.50,75,50,25,0,0,0,0,0,1.25,1.49,1.03,1.26,0.92,1.61,75,0,1,1,1,3,2,0,0,0,1,1,0,2,0,0,0,1,2,0,0,0,50,50,50,0
FK Panevėžys,Panevėžys,2024/2025,Lithuania,4,2,2,0,1,1,0,1,0,1,2,1,1,1,1.5,0.5,0,62,62,54,5,8,-3,13,7,6,3,2,4,4,-1,-2,72,60,90,45,45,45,1,1,0,2,0,2,1,1,0,1,1,0,11,5,6,8,6,2,41,42,39,31,17,14,15,8,7,16,9,7,41,24,17,2,1,1,5,3,2,-3,-2,-1,1,1,0,1,0,1,2,1,1,1,1.5,0.5,3.25,3.5,3,1.25,1.5,1,2,2,2,1.75,2,1.5,0.5,0.5,0.5,1.25,1.5,1,4,4,3,2,0,0,2,2,2,1,0,0,2,2,1,1,0,0,0,0,1,2,4,4,0,0,0,1,2,2,0,0,1,1,2,2,100,100,75,50,0,0,100,100,100,50,0,0,100,100,50,50,0,0,0,0,25,50,100,100,0,0,0,50,100,100,0,0,50,50,100,100,4,2,1,2,1,1,2,1,0,100,50,25,100,50,50,100,50,0,25,50,0,0,25,50,0,50,0,100,25,50,0,25,50,0,1,1,0,25,50,0,2,1,1,50,50,50,1,0,1,25,0,50,25,50,0,25,0,50,50,50,50,2.75,2.50,3.00,2,3,1.00,100,75,75,25,0,0,0,0,1.12,1.22,1.03,1.96,1.91,2.01,100,0,1,0,0,1,0,2,0,1,0,2,2,1,0,0,1,1,1,25,0,50,50,50,50,0
KS Egnatia Rrogozhinë,Egnatia Rrogozhinë,2024/2025,Albania,2,1,1,0,1,1,0,0,0,0,1,0,1,1.5,3,0,0,63,63,57,2,2,0,4,3,1,2,0,1,1,1,-1,90,45,0,90,90,90,0,0,0,1,1,0,1,0,1,1,1,0,6,6,0,11,2,9,34,23,44,16,12,4,6,6,0,10,6,4,33,13,20,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,2,3,1,1,2,0,1,1,1,1,2,0,0.5,1,0,0.5,1,0,2,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,1,1,1,0,1,1,1,1,1,100,50,50,0,0,0,100,100,100,0,0,0,100,0,0,0,0,0,0,50,50,100,100,100,0,0,0,100,100,100,0,100,100,100,100,100,1,1,0,1,1,0,0,0,0,50,50,0,100,100,0,0,0,0,50,100,0,0,0,0,0,50,100,0,50,0,100,50,100,0,1,0,1,50,0,100,1,0,1,50,0,100,1,1,0,50,100,0,0,0,0,100,100,100,0,0,0,3.00,6.00,0.00,5.5,2,9.00,50,50,50,50,50,50,50,0,1.31,2.02,0.60,1.56,1.49,1.63,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,50,0,100,0
NK Celje,Celje,2024/2025,Slovenia,4,2,2,0,2,1,1,1,1,0,1,0,1,1.75,2,1.5,0,64,64,39,8,7,1,15,5,10,3,5,2,5,1,0,45,60,36,51,90,36,1,0,1,2,2,0,1,0,1,2,1,1,28,17,11,10,6,4,56,53,60,56,44,12,24,15,9,32,29,3,44,30,14,4,1,3,4,2,2,0,-1,1,1,0,1,1,1,0,2,1,1,1,0.5,1.5,3.75,2.5,5,2,1.5,2.5,1.75,1,2.5,2,1.5,2.5,1,0.5,1.5,1,1,1,4,4,3,2,2,0,2,2,1,0,0,0,2,2,2,2,2,0,0,0,1,2,2,4,0,0,1,2,2,2,0,0,0,0,0,2,100,100,75,50,50,0,100,100,50,0,0,0,100,100,100,100,100,0,0,0,25,50,50,100,0,0,50,100,100,100,0,0,0,0,0,100,4,3,1,2,1,0,2,2,1,100,75,25,100,50,0,100,100,50,50,50,50,9,25,0,50,50,100,0,25,0,50,50,50,50,1,0,1,25,0,50,2,1,1,50,50,50,1,1,0,25,50,0,25,0,50,25,50,0,50,50,50,7.00,8.50,5.50,2.5,3,2.00,100,100,50,25,25,25,0,0,1.99,2.66,1.33,1.16,1.02,1.30,125,3,0,0,0,1,0,0,3,1,0,3,1,0,0,1,0,2,0,25,50,0,25,0,50,0
Shamrock Rovers FC,Shamrock Rovers,2024/2025,Republic of Ireland,4,2,2,0,1,1,0,1,0,1,2,1,1,1,1.5,0.5,0,65,65,53,4,7,-3,11,5,6,2,2,3,4,-1,-2,90,90,90,51,60,45,1,0,1,2,1,1,2,1,1,1,1,0,6,2,4,14,8,6,32,42,23,24,14,10,10,6,4,14,8,6,43,21,22,3,2,1,3,1,2,0,1,-1,1,1,0,1,0,1,2,1,1,1,1.5,0.5,2.75,2.5,3,1,1,1,1.75,1.5,2,1.5,1.5,1.5,0.75,1,0.5,0.75,0.5,1,3,3,2,1,1,1,2,2,1,0,0,0,1,1,1,1,1,1,1,1,2,3,3,3,0,0,1,2,2,2,1,1,1,1,1,1,75,75,50,25,25,25,100,100,50,0,0,0,50,50,50,50,50,50,25,25,50,75,75,75,0,0,50,100,100,100,50,50,50,50,50,50,3,2,1,2,1,0,1,1,1,75,50,25,100,50,0,50,50,50,25,50,0,7,25,0,50,50,50,50,50,50,50,25,50,0,2,1,1,50,50,50,2,1,1,50,50,50,1,0,1,25,0,50,25,50,0,25,0,50,50,50,50,1.50,1.00,2.00,3.5,4,3.00,100,75,50,50,50,50,50,25,0.84,0.98,0.70,2.08,2.16,2.00,50,1,1,0,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,25,0,50,50,50,50,25
Larne FC,Larne,2024/2025,Northern Ireland,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,66,66,79,0,7,-7,7,4,3,0,0,4,3,-4,-3,0,0,0,26,23,30,0,0,0,0,0,0,2,1,1,0,0,0,5,4,1,8,5,3,48,52,43,13,7,6,6,2,4,7,5,2,29,14,15,0,0,0,4,3,1,-4,-3,-1,0,0,0,0,0,0,2,1,1,0,0,0,3.5,4,3,0,0,0,3.5,4,3,2,3,1,0,0,0,2,3,1,2,2,2,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,1,0,0,0,1,1,1,100,100,100,50,0,0,100,100,100,100,0,0,100,100,100,0,0,0,0,0,0,50,100,100,0,0,0,0,100,100,0,0,0,100,100,100,2,1,1,1,1,1,1,0,0,100,50,50,100,100,100,100,0,0,0,0,0,-7,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,2.50,4.00,1.00,4,5,3.00,100,50,0,0,0,0,0,0,0.94,1.03,0.84,1.76,1.30,2.22,100,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,100,100,100,0
Hamrun Spartans FC,Hamrun Spartans,2024/2025,Malta,2,1,1,0,1,0,1,0,0,0,1,1,0,1.5,0,3,0,67,67,56,1,1,0,2,1,1,0,1,1,0,-1,1,180,0,90,180,90,0,1,0,1,0,0,0,1,1,0,1,0,1,10,5,5,9,5,4,56,47,64,22,10,12,12,5,7,10,5,5,30,13,17,0,0,0,1,1,0,-1,-1,0,0,0,0,1,0,1,1,1,0,0.5,0,1,1,1,1,0.5,0,1,0.5,1,0,0.5,1,0,0,0,0,0.5,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,0,1,1,1,1,1,0,1,1,1,1,1,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,100,100,100,100,100,1,0,0,1,0,0,0,0,0,50,0,0,100,0,0,0,0,0,50,0,100,-100,50,0,100,0,0,0,50,100,0,50,0,100,1,0,1,50,0,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,0,100,50,100,0,5.00,5.00,5.00,4.5,5,4.00,100,0,0,0,0,0,0,0,1.93,1.56,2.30,1.26,1.00,1.51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,50,100,0,0
Tic Tapa UE Santa Coloma,UE Santa Coloma,2024/2025,Andorra,4,2,2,0,1,0,1,0,0,0,3,2,1,0.75,0,1.5,0,69,69,61,3,7,-4,10,6,4,1,2,5,2,-4,0,120,180,90,51,36,90,0,0,0,2,1,1,2,1,1,2,1,1,22,11,11,11,4,7,43,45,41,42,19,23,23,9,14,19,10,9,63,23,40,1,1,0,3,3,0,-2,-2,0,0,0,0,3,1,2,1,1,0,0.75,0.5,1,2.5,3,2,0.75,0.5,1,1.75,2.5,1,1,2,0,0.25,0.5,0,0.75,1.5,0,4,3,3,0,0,0,2,2,2,0,0,0,2,1,1,0,0,0,0,1,1,4,4,4,0,0,0,2,2,2,0,1,1,2,2,2,100,75,75,0,0,0,100,100,100,0,0,0,100,50,50,0,0,0,0,25,25,100,100,100,0,0,0,100,100,100,0,50,50,100,100,100,2,2,0,2,2,0,0,0,0,50,50,0,100,100,0,0,0,0,25,0,50,-38,0,0,0,50,50,50,50,50,50,50,50,50,2,0,2,50,0,100,3,1,2,75,50,100,1,1,0,25,50,0,0,0,0,75,50,100,25,50,0,5.50,5.50,5.50,2.75,2,3.50,100,100,100,25,25,0,0,0,1.59,1.37,1.82,1.73,1.73,1.74,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,75,100,50,0
FK Borac Banja Luka,Borac Banja Luka,2024/2025,Bosnia and Herzegovina,4,2,2,0,1,1,0,0,0,0,3,1,2,0.75,1.5,0,0,70,70,60,4,6,-2,10,2,8,1,3,1,5,0,-2,90,180,60,60,180,36,1,1,0,2,0,2,1,1,0,1,1,0,16,7,9,14,6,8,60,56,64,36,21,15,11,3,8,25,18,7,42,22,20,3,0,3,4,1,3,-1,-1,0,0,0,0,3,1,2,1,1,0,0.75,0.5,1,2.5,1,4,1,0.5,1.5,1.5,0.5,2.5,1.75,0.5,3,0.75,0,1.5,1,0.5,1.5,4,2,2,1,1,0,2,0,0,0,0,0,2,2,2,1,1,0,0,2,2,3,3,4,0,2,2,2,2,2,0,0,0,1,1,2,100,50,50,25,25,0,100,0,0,0,0,0,100,100,100,50,50,0,0,50,50,75,75,100,0,100,100,100,100,100,0,0,0,50,50,100,3,2,1,1,0,0,2,2,1,75,50,25,50,0,0,100,100,50,25,50,0,9,25,50,0,50,0,100,25,50,0,25,50,0,1,1,0,25,50,0,2,2,0,50,100,0,2,0,2,50,0,100,0,0,0,75,50,100,25,50,0,4.00,3.50,4.50,3.5,3,4.00,75,75,75,50,25,25,25,0,1.26,1.26,1.27,1.35,0.76,1.94,50,0,0,2,0,1,0,0,0,1,0,2,1,1,0,1,0,0,1,0,0,0,75,50,100,0
Víkingur Reykjavík,Víkingur Reykjavík,2024/2025,Iceland,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,71,71,68,1,2,-1,3,0,3,0,1,0,2,0,-1,180,0,90,90,0,45,1,1,0,1,0,1,1,1,0,0,0,0,23,17,6,2,1,1,70,73,66,20,10,10,5,2,3,15,8,7,22,14,8,0,0,0,2,0,2,-2,0,-2,0,0,0,1,1,0,1,0,1,0.5,1,0,1.5,0,3,0.5,0,1,1,0,2,1,0,2,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,2,2,1,1,1,1,1,1,0,0,0,1,1,1,50,50,50,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,50,50,50,100,100,100,100,100,100,100,100,100,0,0,0,100,100,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,100,100,0,0,0,0,0,50,100,0,50,0,100,50,100,0,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,11.50,17.00,6.00,1,1,1.00,100,50,50,50,50,50,50,50,1.74,2.03,1.44,0.76,0.57,0.95,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,50,100,0,50,0,100,50
FC Differdange 03,Differdange 03,2024/2025,Luxembourg,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,72,72,70,0,2,-2,2,0,2,0,0,0,2,0,-2,0,0,0,90,0,45,1,1,0,0,0,0,2,1,1,0,0,0,17,12,5,5,4,1,63,72,53,35,16,19,12,5,7,23,11,12,27,13,14,0,0,0,2,0,2,-2,0,-2,0,0,0,1,1,0,1,0,1,0.5,1,0,1,0,2,0,0,0,1,0,2,1,0,2,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,2,2,1,1,1,1,1,1,0,0,1,1,1,1,50,50,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,50,50,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,100,100,0,0,0,0,50,50,100,0,0,0,0,100,100,100,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,8.50,12.00,5.00,2.5,4,1.00,100,50,50,50,50,50,0,0,2.41,2.24,2.57,1.01,0.80,1.21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,50,100,0,50,0,100,0
KÍ Klaksvík,KÍ,2024/2025,Faroe Islands,4,2,2,0,2,2,0,1,0,1,1,0,1,1.75,3,0.5,0,73,73,43,6,6,0,12,7,5,5,1,2,4,3,-3,60,36,180,60,90,45,2,1,1,2,1,1,1,0,1,2,2,0,6,5,1,10,4,6,41,47,34,24,13,11,12,7,5,12,6,6,58,32,26,3,3,0,4,1,3,-1,2,-3,1,1,0,2,1,1,1,0,1,1.25,2,0.5,3,3.5,2.5,1.5,2.5,0.5,1.5,1,2,1.75,2,1.5,0.75,1.5,0,1,0.5,1.5,3,3,2,2,2,0,2,2,1,1,1,0,1,1,1,1,1,0,1,1,2,2,2,4,0,0,1,1,1,2,1,1,1,1,1,2,75,75,50,50,50,0,100,100,50,50,50,0,50,50,50,50,50,0,25,25,50,50,50,100,0,0,50,50,50,100,50,50,50,50,50,100,3,3,1,2,2,0,1,1,1,75,75,25,100,100,0,50,50,50,50,100,0,50,50,50,50,50,50,50,25,0,50,50,100,0,2,1,1,50,50,50,2,0,2,50,0,100,1,1,0,25,50,0,25,50,0,50,50,50,25,0,50,1.50,2.50,0.50,2.5,2,3.00,100,50,50,50,50,50,25,25,0.98,1.25,0.72,2.06,2.06,2.07,50,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,25,0,50,25,0,50,25
FK Ordabasy Shymkent,Ordabasy,2024/2025,Kazakhstan,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,74,74,65,0,1,-1,1,0,1,0,0,0,1,0,-1,0,0,0,180,0,90,1,1,0,0,0,0,2,1,1,0,0,0,7,2,5,5,3,2,55,49,61,21,9,12,7,3,4,14,6,8,31,14,17,0,0,0,1,0,1,-1,0,-1,0,0,0,1,1,0,1,0,1,0.5,1,0,0.5,0,1,0,0,0,0.5,0,1,0.5,0,1,0,0,0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,100,0,0,0,0,0,50,50,100,0,0,0,0,100,100,100,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,3.50,2.00,5.00,2.5,3,2.00,100,0,0,0,0,0,0,0,1.48,1.18,1.79,1.21,1.29,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,100,0,50,0,100,0
FC Dinamo Batumi,Dinamo Batumi,2024/2025,Georgia,2,1,1,0,1,1,0,0,0,0,1,0,1,1.5,3,0,0,75,75,59,2,3,-1,5,1,4,1,1,0,3,1,-2,90,90,90,60,0,30,1,1,0,1,0,1,0,0,0,1,1,0,6,4,2,3,0,3,59,57,61,19,14,5,12,10,2,7,4,3,25,12,13,1,1,0,2,0,2,-1,1,-2,1,1,0,0,0,0,1,0,1,1.5,3,0,2.5,1,4,1,1,1,1.5,0,3,1.5,1,2,0.5,1,0,1,0,2,2,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,2,0,1,1,1,1,1,0,0,0,0,1,1,100,50,50,50,0,0,100,0,0,0,0,0,100,100,100,100,0,0,0,50,50,50,100,100,0,100,100,100,100,100,0,0,0,0,100,100,2,1,0,1,0,0,1,1,0,100,50,0,100,0,0,100,100,0,50,100,0,50,50,100,0,50,0,100,0,0,0,50,100,0,1,1,0,50,100,0,1,0,1,50,0,100,0,0,0,0,0,0,50,100,0,0,0,0,50,0,100,3.00,4.00,2.00,1.5,0,3.00,0,0,0,0,0,0,0,0,1.42,1.96,0.88,1.40,1.48,1.31,50,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,50,0,100,0
